৯০৮ , ০.১০০০, ২৪৮, ৫০৫ ,০.১০০০  
৯০৯ ,০.০৯০০ , ৩২০, ৫০৫, ০.০৯০০  
৯১০, ০.১০০০ , ১৭৮ ,৫০৫, ০.১০০০  
৯১১ ,০.২৩০০ ,৯২০ ,৫০৫, ০.২৩০০   
৯১২, ০.৫১০০,  ৩৩৩, ৫০৪, ০.৫১০০  
৯১৩, ০.১৬০০, ৩৯৬ ,৫০৬ ,০.১৬০০   
৯১৪ ,০.০৫০০, ৩৯৬ ,৫০৬ ,০.০৫০০   
৯১৫ ,০.১৪০০, ৩৯৬ ,৫০৬ ,০.১৪০০   
৯১৬ ,০.২২০০, ৯৯৫ ,৫০৬, ০.২২০০   
৯১৭ ,০.৩২০০,  ৩০৯ ,৫১১, ০.৩২০০  
৯১৮ ,০.১৪০০, ৩০৯,৫১০, ০.১৪০০    
৯১৯ ,০.১৯০০, ৫৯৭, ৫০৯, ০.১৯০০  ৯
৯২০ ,০.১৪০০, ৬৬৪ ,৫০৭ ,০.১৪০০   
৯২১ ,০.১২০০, ৩৪৩, ৫০৭, ০.১২০০   
৯২২ ,০.১৬০০, 403 ,৫০৭ ,০.১৬০০   
৯২৩ ,০.২৮০০, ৩৯৯ ,৫০৮, ০.২৮০০   
৯২৪ ,১.৪৪০০,  ৯০৩, ৪৯৯, ১.৪৪০০  
৯২৫ ,০.১৪০০ ,৩০৫, ৫১৭ ,০.১৪০০   
৯১৬ ,০.১৭০০, ৩৪৩, ৫১৭ ,০.১৭০০   
৯২৭ ,০.১৭০০ , ২৮১ ,৫১৭, ০.১৭০০  
৯২৮, ০.১৯০০ ,৮৭০ ,৫১৮, ০,১৯০০   
৯২৯ ,০.০৭০০,  ৪৫,  ৫১৮, ০.০৭০০  
৯৩০ ,০.৬৪০০ ,৪৫ ,৪৯৮ ,০.৬৪০০    
৯৩১, ০.২৬০০, ৮৭৪, ৪৯৭, ০.২৬০০   
৯৩২ ,০.২৬০০ ,১০৬৫ ,৪৯৭, ০.২৬০০  
৯৩৩, ০.২৭০০, ৬৪, ৪৩৭, ০.২৭০০    
৯৩৪ ,০.৩৪০০, ৭৬৬ ,৪৩৭ ,০.৩৪০০   
৯৩৫ ,০.৫১০০,  ১০৩৬৫, ৪৩৭,০.৫১০  
৯৩৬ ,০.১৯০০, ২০০ ,৪৩৮, ০.১৯০০   
৯৩৬, ০.০৪০০ , ১২৪৯ ,৪৩৮ ,০.০৪০০ 
৯৩৭ ,০.২০০০, ২৩৯, ৪০৮ ,০.২০০০   
৯৩৮, ০.৪০০০, ৩৫৫, ৪৩৮ ,০.৪০০০   
